SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
1,0.201437366,63,1,0.157312358,7500,8,0,1,0,1
0,0.067495153,72,0,2740,2554,7,0,1,0,0
1,0.695860828,68,2,0.757620272,2722,6,3,1,0,1
1,0.984185453,40,3,0.696919578,4836,22,0,1,0,1
0,0.943522007,56,0,0.471747234,16900,11,0,3,0,3
0,0.013911775,52,0,2074,2554,6,0,1,0,0
0,0.207224435,52,0,7.381237525,500,11,0,1,0,4
1,0.9999999,33,1,0.266589729,1732,2,0,0,0,0
0,0.171082667,63,0,0.468651923,13700,12,0,2,0,1
0,0.9999999,82,0,48,1159,0,0,0,0,0
0,0.952325613,68,0,0.687734333,5600,7,0,2,0,0
0,0.225676131,58,0,0.203976649,17300,7,0,2,0,0
0,0.179213857,23,0,0.008602151,929,1,0,0,0,0
0,0.32092379,66,0,2624,2554,5,0,1,0,0
0,0.277908311,44,1,999,8311,8,0,2,0,0
0,0.408718414,51,0,1.958733205,2083,13,0,3,0,1
0,0.004885575,58,0,5,1159,3,0,0,0,0
0,0.29304514,27,0,0.59538932,4250,7,0,1,0,0
0,0.9999999,50,0,0.001499875,12000,0,5,0,0,2
0,0.139585605,23,0,0.800610941,3600,7,0,1,0,0
0,0.051579885,49,0,0.365090793,12500,19,0,3,0,3
1,0.9999999,39,2,0.136668092,7016,5,1,1,0,0
0,0.034910939,58,0,0.225677432,10000,14,0,0,0,1
0,0.010678636,61,0,0.00369963,10000,10,0,0,0,0
0,0.503593376,25,0,0.436303081,1200,4,0,0,0,0
0,0.9999999,45,1,0.252302026,3800,4,0,1,0,0
0,0.145553403,41,0,0.270970839,8332,4,0,1,0,2
0,0.308129207,69,0,0.828429153,2208,12,0,1,0,0
0,0.227237413,40,0,0.434094318,6000,7,0,2,0,1
0,0.647784072,45,0,0.254168615,6416,6,0,1,0,2
0,0.082406443,28,0,430,1159,13,0,0,0,0
0,0.212755831,37,0,0.200359928,3333,2,0,0,0,0
0,0.9999999,45,0,0.324169939,2800,1,2,0,0,1
0,0.017533041,64,0,0.192023746,13138,4,0,1,0,0
0,0.006451518,56,0,0.004456634,2916,5,0,0,0,0
0,0.168475657,55,0,0.211377579,3585,4,0,1,0,2
0,0.464386185,59,0,0.196255358,13298,10,0,2,0,0
0,0,59,0,0.239711259,21333,13,0,3,0,0
0,0.086710135,57,0,0.349638871,12183,13,0,2,0,0
0,0.004676978,73,0,0.00779844,1666,10,0,0,0,0
0,0.007239534,61,0,8,1159,6,0,0,0,0
0,0.427206925,61,0,0.353084911,1636,4,0,0,0,0
0,0.020219157,74,0,0.10286603,4500,7,0,0,0,1
0,0.1742582,41,0,0.121518212,9800,13,0,0,0,0
0,0.9999999,51,1,0.599404319,9400,10,0,2,0,2
0,0.495864307,65,0,0.21808269,2200,13,0,0,0,0
0,0.768846231,26,0,0.059781488,4850,2,0,0,0,1
0,0.627527665,48,2,0.30867814,2730,9,0,0,1,0
0,0.39122145,51,0,0.324732973,7208,6,0,2,0,0
0,0.180029124,87,0,0.08503952,10500,11,0,0,0,0
0,0.542078132,41,0,0.606435194,5500,10,0,2,0,0
0,0.033109836,57,0,0.303097938,11200,8,0,2,0,2
1,0.048543389,32,0,0.077175698,3044,10,1,0,1,2
0,0.01275447,56,0,0.004061231,3200,2,0,0,0,0
0,0.028412522,71,0,0.05666127,10500,8,0,0,0,0
0,0.9999999,59,0,83,1159,2,0,0,0,0
0,0.073094868,26,0,0.003737542,2407,3,0,0,0,0
1,0.033396319,72,0,0.407027818,3414,20,0,1,2,0
0,0.097094911,46,0,0.259373683,7120,10,0,1,0,1
0,0.624440332,57,0,0.16524808,4816,4,1,0,0,0
0,0.080174556,76,0,0.008540976,14166,7,0,0,0,0
0,0.006879143,52,0,0.223841994,4252,10,0,1,0,0
0,0.299774478,38,1,2533,2554,7,0,1,0,0
0,0.098850506,82,0,0.016610188,18000,8,0,0,0,1
0,0.9999999,50,0,396,1159,3,0,0,0,0
0,0.9999999,62,0,2102,2554,5,0,1,0,0
0,0.148026496,57,0,0.489948574,6416,12,0,2,0,1
0,0.100629979,40,0,0.05398426,8131,8,0,0,0,1
0,0.042068699,77,0,35,1159,2,0,0,0,0
0,0.069891609,43,0,2782,2554,11,0,1,0,0
0,0.751544832,63,0,0.552604994,6928,16,0,2,0,0
0,0.516088397,36,0,4032,2554,11,0,1,0,0
0,0.844866008,41,0,0.708988546,5150,15,0,1,0,0
0,0.397521359,45,0,0.291498834,4716,11,0,0,1,4
0,0.083330688,79,0,0.01028481,7583,3,0,0,0,0
0,0,60,0,0.305585782,5513,7,0,1,0,1
0,0.283298417,60,0,0.418912485,10500,12,0,1,0,0
0,0.019543678,49,0,0.24455109,5000,9,0,1,0,2
0,0.214029463,60,0,0.427225534,5200,8,0,1,0,0
0,0.007360907,54,0,0.119888011,10000,8,0,1,0,1
0,0.370253466,44,0,0.323032176,5500,11,0,1,0,4
0,0.113848712,74,0,0.306013238,7100,8,0,1,0,1
0,0.353191937,28,0,1305,0,7,0,0,0,0
0,0.024374261,68,0,0.01023973,8300,4,0,0,0,0
0,0.356743583,45,0,0.305055698,3500,8,0,0,0,2
0,0,66,0,0,1,18,0,0,1,0
1,0.657526045,32,3,0.19842338,5200,7,0,0,0,0
0,0.135535112,33,0,0.017495626,4000,2,0,0,0,0
0,0.035409781,69,0,0.011901928,4200,4,0,0,0,0
0,0.050715485,53,0,0.120989918,12000,10,0,1,0,4
0,0.9999999,56,0,0.104947396,11500,4,0,2,0,3
0,0.091797705,75,0,0.336167279,8703,6,0,2,0,0
0,0.363393282,27,0,0.299539171,6292,8,0,1,0,0
0,0.00176736,77,0,0,5356,4,0,0,0,0
0,0.156884312,53,0,0.119990401,4166,5,0,1,0,0
0,0.369528461,38,0,0.433391652,4000,13,0,2,0,3
0,0.047543617,60,0,0.221194159,6916,18,0,1,0,1
0,0.522161899,52,0,0.438061829,4560,13,0,0,0,1
0,0.208010252,67,3,0.467803903,6506,15,0,2,0,1
0,0.905349794,42,0,0.517526721,8700,7,1,2,0,1
0,0.031568745,84,0,1.207792208,1000,13,0,2,0,0
0,0.201262362,56,0,0.37980887,4080,10,0,1,0,2
0,0.288600386,80,0,1022,2554,4,0,1,0,0
0,0.052147668,54,0,0.421115777,3333,6,0,1,0,1
0,0.045373582,69,0,0.321852061,7083,9,0,3,0,0
0,0.717234483,52,0,0.641108421,3716,9,0,1,0,3
0,0.129782284,43,0,3674,8311,10,0,2,0,0
0,0,47,2,2603,8311,7,0,2,0,0
0,0,56,0,400,1159,8,0,0,0,0
0,0,63,0,0.290818215,5401,5,0,2,0,0
0,0.200634199,47,0,0.514868199,7700,17,0,2,0,1
0,0.723441781,51,1,0.251375056,6726,6,1,0,0,3
0,0.001104741,35,0,467,1159,6,0,0,0,2
0,0.251807414,34,0,0.662517853,4900,5,0,1,0,0
0,0.505675258,48,0,0.362032018,7932,12,0,1,0,0
0,0.061099005,64,1,3080,8311,11,0,3,0,0
1,0.598748883,56,3,0.524658217,18066,12,2,2,0,1
0,0.185230319,55,0,0.409168081,5300,17,0,1,0,3
0,0.022479144,63,1,502,2554,14,0,1,0,0
0,0.003474913,75,0,0.139033223,6350,7,0,1,0,0
0,0.021312234,54,0,0.281118535,4040,19,0,1,0,0
0,0.647021594,57,0,0.492104534,10828,10,0,3,0,1
0,0.309530522,46,0,0.366201197,7017,8,0,1,0,2
0,0.9999999,75,0,0.79757085,1975,3,0,1,0,0
0,0.99850075,27,4,0.477015323,1500,11,3,0,0,0
0,0.00079992,35,0,0,1200,5,0,0,0,0
0,0.700643115,35,0,0.311172207,4000,9,0,0,0,0
1,0.333931904,40,1,0.653856186,11500,13,0,6,0,1
0,0.364218104,61,0,1491,2554,6,0,1,0,0
0,0.322014099,41,0,0.370674413,7917,7,0,1,0,2
0,0.268869245,66,0,1.878434638,1200,16,0,2,0,1
0,0.295529049,63,0,2453,2554,6,0,1,0,0
0,0.01165319,85,0,0.300453212,3750,17,0,1,0,0
0,0.003386988,76,0,269,1159,6,0,0,0,0
0,0,50,0,0.188534607,9000,9,0,1,0,0
0,0.044897544,75,0,0.74132863,1700,13,0,1,0,0
0,0.057942058,34,0,0.000249938,4000,2,0,0,0,1
0,0.00215616,53,0,0.206458587,7400,11,0,2,0,1
0,0.997231195,46,3,0.324796848,4060,11,0,0,0,0
0,0.9999999,53,1,1239,1159,6,0,0,1,0
0,0.292365949,50,0,0.420180551,8750,8,0,2,0,0
0,0.249174539,43,0,0.413917217,5000,7,0,0,0,1
1,0.793741314,44,0,0.540592606,10900,20,0,3,0,1
0,0.9999999,56,0,329,1159,3,0,0,0,0
0,0.001451579,29,0,0.018196361,5000,6,0,0,0,0
0,0.034792161,72,0,604,1159,16,0,0,0,0
0,0.003999111,23,0,0.225183211,1500,4,0,0,0,0
0,0.20665391,76,0,0.730453409,2800,8,0,0,0,0
0,0.046762741,90,0,0.016994335,3000,3,0,0,0,1
0,0.939722897,68,2,0.098220171,4550,3,0,0,0,0
0,0.097371582,70,0,0.363946042,7338,7,0,1,0,1
0,0.01413117,54,0,0.240679903,7000,16,0,1,0,0
0,0.507899473,61,0,0.04229577,10000,2,0,0,0,0
0,0.067757403,79,0,0.652417303,3929,13,0,2,0,1
0,0.853629274,56,0,0.402444988,2044,7,0,0,0,0
0,0.110286658,54,0,2257,2554,5,0,1,0,0
0,0.101977338,25,1,0.005498625,4000,3,0,0,0,0
0,0.012964623,78,0,487,2554,3,0,1,0,0
0,0.085812638,27,0,0.188603799,3000,13,0,0,0,0
0,0.014545549,43,0,2081,2554,7,0,1,0,0
0,0.839436867,40,0,0.375291634,9000,6,0,1,0,0
0,0.097217141,43,0,0.276211189,13333,5,0,1,0,2
0,0.45709601,34,0,0.199887069,7083,6,0,0,0,3
0,0.017174571,43,0,1.367088608,1500,9,0,2,0,0
0,0.9999999,40,0,0.617833095,4900,5,0,1,0,1
0,0.063144801,62,0,0.131815418,14800,8,0,1,0,1
1,0.138749881,61,0,0.214430482,7400,16,1,1,0,0
1,0.973253175,65,0,1.529646902,1500,8,0,1,1,1
0,0.477042494,28,0,0.133560124,6760,10,0,0,0,1
0,0.270042715,68,0,0.397923111,4525,9,0,1,0,0
1,1.028277635,30,0,0.043920293,2458,1,0,0,1,0
0,0.043534621,38,0,0.226634299,17300,8,0,2,0,2
0,0.358412041,54,0,4076,2554,18,0,1,0,2
0,0.049019191,71,0,259,1159,5,0,0,0,0
0,0.039752121,38,0,0.003928104,8400,8,0,0,0,1
0,0.008783969,76,0,2159,8311,9,0,2,0,0
0,0.248837558,42,0,0.294056475,12500,7,0,1,0,2
0,0.280977312,35,1,0.128459446,6250,11,0,0,0,0
0,0.288735563,38,0,2216,2554,4,0,1,0,0
0,1.012285276,53,0,0.807062655,11666,10,0,3,0,0
0,0.052927363,55,0,0.10268694,4800,4,0,0,0,1
0,0,49,0,0,3083,1,0,0,0,0
0,0.331576077,27,0,0.458033573,1250,4,0,0,0,0
0,1.124250583,60,2,0.350768971,11833,20,0,1,0,0
0,1.011247188,30,0,0.329882185,2800,9,0,0,0,0
0,0.368951831,50,0,0.298360219,7500,7,0,0,0,1
0,0.0061266,51,0,0.00311042,4500,9,0,0,0,0
0,0.026897685,46,1,0.395383249,6757,18,0,2,0,0
0,0.567216392,71,0,0.015841584,3029,3,0,0,0,0
0,0,61,0,5957,8311,9,0,4,0,0
0,0,41,0,0,5356,3,0,0,0,0
0,0,75,0,0.295293628,2400,7,0,1,0,0
0,0.9999999,50,0,3525,2554,6,0,1,0,0
0,0.370627566,49,0,0.207368764,9200,12,0,2,0,2
0,0.9999999,47,1,0.283988335,7200,10,0,2,0,3
0,0.052189562,25,0,7,0,2,0,0,0,0
0,0.009880364,41,0,0.153947949,6800,2,0,1,0,2
0,0.871409767,53,1,0.758483563,11315,31,0,4,0,0
0,0.25958183,46,0,0.332333533,5000,8,0,2,0,4
0,0.058709118,50,0,5108,2554,9,0,1,0,0
0,0.021086727,62,0,0.160767846,3333,17,0,0,0,0
0,0.460484651,55,0,2628,8311,12,0,2,0,0
0,0.002324459,63,0,0.15692554,2497,5,0,0,0,0
0,0.061527001,72,0,145,1159,13,0,0,0,0
0,0.052273693,46,0,0.243929239,9100,5,0,1,0,0
0,0,69,0,0.085681204,5181,5,0,0,0,0
0,0,55,0,0,5500,4,0,0,0,2
0,0.904533934,44,1,0.513018121,4800,9,1,0,0,2
1,0.952268258,39,0,0.8948022,5636,8,0,2,0,2
0,0.047813534,86,0,0.003763643,5313,4,0,0,0,0
1,0.589584001,62,2,0.438641942,7333,12,0,1,0,0
1,0.9999999,31,1,0.673023685,3250,3,3,1,0,2
0,0.651200877,54,0,1.145331191,5600,32,0,2,0,1
0,0.05946451,44,0,0.048496969,16000,14,0,0,0,0
0,0.155915133,52,0,0.332131823,5825,11,0,2,0,2
0,0.854067816,39,1,0.225746762,7565,5,0,2,0,0
0,0.554574238,38,0,0.137123268,7000,4,0,0,0,0
0,0.000808265,54,1,0.255594705,10500,19,0,1,0,0
0,0.650074058,44,1,5790,8311,13,0,3,0,0
0,0.9999999,30,1,0.575757576,3200,6,0,1,0,1
0,0.208987583,76,0,1903,8311,10,0,2,0,0
0,0.9999999,53,3,4209,2554,4,0,1,0,0
0,0.206081542,60,0,0.600965202,3936,6,0,3,0,3
0,0.033462205,42,0,0.256946248,7701,3,0,1,0,0
0,0,54,0,0.271707917,7312,9,0,1,0,4
0,0.189155107,47,0,0.521369658,4000,9,0,1,0,2
0,0.036951017,73,0,100,1159,7,0,0,0,0
0,0.437460284,56,0,0.586869266,6975,15,0,3,0,1
0,0.265809929,28,0,0.405086103,4993,8,0,1,0,0
0,0.9999999,39,0,0.452703153,15000,5,0,2,0,0
0,0.02326615,45,0,0.068483769,7300,10,0,0,0,3
0,0.096516132,60,0,3132,2554,9,0,1,0,1
0,0.682091468,44,2,0.290664291,10100,9,0,2,0,3
0,0.304637654,72,0,1653,2554,6,0,1,0,1
0,0.55350348,69,0,0.515346939,12249,31,0,2,0,0
0,0.589600392,46,0,0.203751165,8583,7,0,0,0,4
0,0.9999999,49,0,0.39734448,4066,5,0,1,0,0
0,0.028980974,66,0,0.226452378,7590,13,0,1,0,0
0,0.178516655,38,0,0.794424519,6133,8,0,2,0,0
0,0.159312481,79,5,0.042422511,7000,15,0,0,0,1
0,0.371964912,48,0,0.588068655,6000,11,0,1,0,2
0,0.267415788,62,0,0.46546792,4893,15,0,1,0,0
0,0.014803977,37,0,3308,8311,13,0,2,0,0
0,0,69,0,0.466266867,2000,12,0,1,0,0
0,0.535286065,47,0,0.587551556,8000,8,0,2,0,2
0,0.012861252,81,1,1679,2554,5,0,1,0,0
0,0.548679206,48,0,0.199205448,3523,2,0,0,0,0
0,0.011737381,62,0,0.113510919,8333,6,0,0,0,2
0,0,36,0,0.134484325,2200,5,0,0,0,0
0,0.9999999,37,1,0.03508453,5500,2,0,0,0,0
1,0.585888314,49,2,0.441556081,5500,15,1,1,1,3
0,0.193098651,69,0,0.402775101,5188,7,0,2,0,0
0,0.161240615,38,0,0.474377135,12000,5,0,2,0,2
1,0.592346914,39,2,1.125308744,6072,8,0,2,0,1
0,0.844894634,42,2,0.379853095,16200,16,0,3,0,1
0,0.488853459,44,0,0.504139392,10387,9,0,1,0,2
0,0.33891714,64,0,0.554913295,2248,7,0,2,0,0
0,0,39,0,0.60798005,4009,7,0,1,0,2
0,0.02474748,65,0,0.251566458,7500,11,0,1,0,0
0,0,42,0,0.445528884,3790,8,0,1,0,1
0,0.736622023,25,0,0.335207748,3200,10,0,0,0,0
0,0,68,0,0.258636423,7670,5,0,2,0,0
0,0.706899814,43,0,1437,1159,8,0,0,0,0
0,0.055574251,60,0,0.145750269,15800,7,0,1,0,1
0,0.130683416,59,0,0.01559844,10000,5,0,0,0,0
0,0.350010484,49,0,1.469265367,2000,9,0,3,0,2
0,0.136637267,37,0,102,1,11,0,0,0,4
0,0.035934001,45,0,0.352005454,8800,9,0,2,0,0
0,0.26618503,49,0,0.179645509,40000,16,0,3,0,3
0,0.023490849,65,0,0.396860314,10000,14,0,3,0,0
0,0.309279402,45,0,0.1516065,13600,7,0,1,0,3
0,0.9999999,32,0,0.367629786,4256,2,0,1,0,2
0,0.930180242,49,0,0.322567743,10000,23,0,1,0,1
0,0.008264463,72,0,0.017478152,800,3,0,0,0,0
0,0,50,0,1222,1,19,0,1,0,0
0,0.019566014,41,0,0.245473154,6350,5,0,1,0,3
1,0.005193437,48,2,0.461733713,13000,14,9,1,2,2
0,0.032141621,62,0,5411,8311,14,0,2,0,0
0,0.013132517,68,0,0.155890938,16100,8,0,2,0,1
0,0.011444955,56,0,0.395176905,5680,14,0,3,0,2
0,0.091432047,63,0,0.308828653,14350,11,0,3,0,0
0,0.000143534,47,0,1.194961008,5000,9,0,3,0,0
0,0.031210412,37,1,0.139408656,7000,14,0,1,0,1
0,0.819936808,43,0,0.13625024,5210,6,0,0,0,0
0,0.519476043,26,1,0.168732507,2500,3,0,0,0,0
1,0.982407037,31,3,0.735933983,2665,11,4,1,0,0
0,0.082141705,28,1,0.010414308,4416,9,0,0,0,0
0,0.421826928,38,0,0.364764696,5800,9,0,1,0,1
0,0.282854132,49,0,0.322014714,5300,7,0,1,1,1
0,0.043960276,77,0,0.260632497,3667,8,0,1,0,0
0,0.201016761,36,0,1009,1159,10,0,0,0,3
0,0.002039973,70,0,0.095393864,11310,9,0,1,0,0
0,0.323802034,34,5,1.914089347,3200,8,4,2,0,3
0,0,56,0,0.272944499,9206,16,0,1,0,0
0,0.131578523,57,0,0.119981541,6500,8,0,0,0,0
0,0.199822232,49,1,0.211473566,8000,9,0,1,0,2
0,0.019672647,50,1,5252,8311,19,0,2,0,0
0,0.95724314,48,0,419,1159,4,0,0,0,0
0,0.214200277,46,0,0.382423618,2912,17,0,1,0,0
0,0.026649334,85,0,0.008854613,3500,5,0,0,0,0
0,0.980540336,38,1,3186,8311,17,0,2,0,1
0,0,45,0,0.190825382,24000,24,0,2,0,0
0,1.105788423,40,1,3.743968702,4600,9,0,1,0,2
0,0.06152088,42,0,235,1159,4,0,0,0,0
0,0.9999999,44,0,0,2176,0,0,0,0,0
0,0.058697068,67,0,0.361585862,8600,18,0,1,0,2
0,0.403112403,37,0,0.292225415,12527,6,0,3,0,1
0,0.206206962,46,1,0.24233871,7439,6,0,1,1,0
0,0.600326523,57,0,0.196831746,19000,11,0,2,0,0
0,0.053986503,68,0,1648,2554,4,0,1,0,0
0,0.313227352,54,0,747,1159,5,0,0,0,2
0,0.099360625,52,0,0.015517517,6250,8,0,0,0,3
0,0.434962464,34,0,0.443511298,5000,8,0,1,0,1
0,0.143396069,61,0,0.471920899,10416,7,0,2,0,0
0,0,73,1,0.279409115,5550,13,0,2,0,1
0,0.32123351,34,1,0.276672333,10000,5,0,1,0,2
1,0.592385486,55,0,0.497557213,11666,6,1,2,0,4
0,0.101827129,69,0,58,1159,3,0,0,0,0
0,0.929691894,68,0,0.663185379,2680,7,0,2,0,0
0,1.368871966,60,0,0.039417309,3500,5,3,0,1,0
0,0.05339822,59,0,0.24115177,5000,5,0,2,0,0
0,0.122195112,37,0,0.096955007,6600,2,0,0,0,2
0,0.975819577,24,0,0.36102436,1600,5,0,0,0,0
0,0.316872259,49,0,0.305375838,8500,6,0,2,0,2
0,0.014179254,56,0,2117,2554,9,0,1,0,0
0,0.128587141,39,0,0.271587744,9333,7,0,2,0,2
0,0.182567343,49,0,2679,8311,8,0,2,0,0
0,0.153889247,33,0,0.942441684,3300,7,0,1,0,2
0,0.672717706,38,1,0.737854121,7800,11,0,2,0,1
0,0.010024749,52,0,0.19784908,11250,7,0,2,0,2
0,0.9999999,43,0,0.358060418,14167,9,0,3,0,2
0,0.72631842,58,1,2559,2554,7,0,1,0,0
0,0.59223301,27,2,0.200275767,2900,10,0,0,0,0
0,0.02101762,57,0,1.41563786,1700,15,0,1,0,0
0,0.250058331,29,0,0.523431867,4160,8,0,1,0,0
0,0.479809851,40,0,0.792080288,9166,15,0,4,0,2
0,0.768007084,49,0,3892,8311,7,0,3,0,0
0,0.00851503,58,0,0.179863269,8044,6,0,1,0,1
0,0.9999999,52,1,0.078495261,3375,5,2,0,0,0
0,0.315166376,58,1,0.299130803,18867,11,0,3,0,0
0,0.040647773,26,0,0.011661808,2400,9,0,0,0,0
0,0.01764066,46,0,0.5034993,5000,10,0,2,0,2
0,0.19583109,85,0,0.026564138,2860,7,0,0,0,0
0,0.343285655,29,0,1138,2554,3,0,1,0,0
0,0.436493764,37,0,0.222314525,15648,4,0,2,0,0
0,0.230125662,45,0,0.143033997,10500,8,0,1,0,0
0,0.143566031,59,1,0.59122466,3600,10,0,2,2,3
0,0.481877517,27,0,0.207330618,2700,6,0,0,0,0
0,0.473758175,28,0,0.216339745,5250,11,0,0,0,0
0,0.9999999,43,0,0.232511659,1500,5,0,1,0,1
0,0.285884351,61,0,0.200959968,30000,8,0,1,0,2
0,0.162077194,38,0,0.024885359,70000,6,0,1,0,2
0,0.413699639,44,1,0.555124712,9541,10,0,3,0,1
0,0,57,0,0.481837939,3220,13,0,2,0,0
0,0.077158671,54,0,0.448765687,7250,18,0,3,0,2
0,0.701316843,57,0,0.310875442,4808,8,0,0,0,0
0,0.411772856,68,0,0.876830775,5666,11,0,2,1,0
0,0.367253928,39,1,0.340385223,3166,9,0,1,0,2
0,0.009999412,44,0,5,1159,4,0,0,0,0
0,0.043743039,45,0,1638,2554,8,0,1,0,0
0,0,50,0,0.234529497,9000,7,0,1,0,3
0,0.9440028,35,0,0.426866634,6200,4,0,1,0,0
0,0.037367158,77,0,1821,2554,7,0,1,0,0
0,0.687687496,32,0,0.369941615,9933,9,0,2,0,3
0,0.9999999,56,0,4800,8311,8,0,2,0,0
0,0.964336662,72,0,0.14595135,3000,2,1,0,0,0
0,0.213308615,52,0,0.398248743,6166,5,0,1,0,0
0,0.005629213,30,0,0.00338696,3542,5,0,0,0,0
0,0.035799284,76,0,0.050572519,1047,10,0,0,0,0
0,0.031148999,55,0,0.520123045,3900,11,0,2,0,0
0,0.9999999,42,0,1816,2554,3,0,1,0,0
0,0.585188052,36,0,0.245188101,4571,4,0,1,0,0
0,0.235070597,81,0,0.025734225,6877,3,0,0,0,0
0,0.594183741,38,0,0.155352068,3166,9,0,0,0,2
0,0.536485496,33,0,0.861530961,2050,10,0,0,0,1
0,0.084405558,39,0,0.034928089,6813,4,0,0,0,5
0,0.069276142,64,0,0.32071232,17800,18,0,6,0,0
0,0.300644005,71,0,0.116576685,5000,17,0,0,0,1
0,0.9999999,47,0,178,1159,1,0,0,0,0
0,0.052552806,65,1,0.036233347,9907,8,0,1,0,0
0,0.041259076,45,0,0.183635518,2150,6,0,0,0,3
0,0.022027942,65,0,0.003701165,7294,5,0,0,0,0
0,0.041927522,65,0,0.153930832,10900,11,0,1,0,3
0,0.370460989,63,1,4051,8311,18,0,2,0,0
0,0.052270301,55,0,2770,2554,7,0,1,0,3
0,0.781090165,60,0,0.770409863,3000,7,0,1,0,0
0,0,71,0,2430,8311,6,0,2,0,0
0,0.038871414,83,0,0.250507661,5416,5,0,1,0,1
0,0.274192667,28,1,2148,8311,9,0,2,0,0
0,0,54,0,0.066539406,7333,5,0,0,1,0
0,0.931678054,38,0,0.117874057,5700,6,0,0,0,3
0,0.213740762,64,1,0.983183183,1664,9,0,1,0,0
0,0.304745331,48,0,0.94041082,4916,12,0,4,0,0
0,0.693312836,38,2,0.561185798,2900,5,0,0,1,2
0,0.9999999,25,0,0.294117647,254,3,1,0,0,1
0,0.9999999,53,0,0.062874917,4500,5,1,0,1,0
0,0.059267746,49,0,0.325150382,6150,10,0,1,0,0
0,0.020712806,56,0,8,1159,4,0,0,0,0
0,0,63,0,0.223260896,8236,5,0,2,0,1
0,0.060880889,31,0,0.334371755,8666,7,0,1,0,1
0,0.631670032,34,0,2317,2554,5,0,1,0,2
0,0.86980671,39,0,0.304770066,3500,7,0,1,0,0
1,0.011402842,41,1,0.450093205,5900,7,0,2,0,2
0,0.945629854,34,0,1.334869432,650,5,0,0,0,1
0,0.078223044,45,0,0.137313137,10100,6,0,1,0,1
0,1.050067852,35,0,0.149128686,2983,6,0,0,0,3
0,0.020065329,51,0,0.344149389,14083,5,0,2,0,2
0,0.412034586,60,1,2691,8311,8,0,2,0,0
0,0.416371023,57,0,0.150384962,10000,9,0,0,0,1
0,0.224268783,46,0,2379,2554,11,0,1,0,4
0,0.095559879,68,0,84,1159,4,0,0,0,0
0,0.121023534,60,1,0.568502503,6590,11,0,2,0,0
0,0.972607387,60,1,5482,8311,23,0,2,0,1
0,0.069412621,62,0,0.049992425,6600,8,0,1,0,2
0,0.015172892,55,1,0.255928091,18133,11,0,1,0,1
0,0.337676066,88,0,1657,2554,8,0,1,0,0
0,0.548361548,53,0,0.368415627,9700,14,0,3,0,0
0,0.042965234,68,0,38,1159,3,0,0,0,0
0,0,37,3,0.347937544,4290,6,0,1,0,0
0,0.131442109,37,0,0.269110602,4800,11,0,2,0,0
0,2.099009901,43,0,0.03331945,2400,1,0,0,0,0
1,1.13672496,26,1,0.040937997,2515,2,1,0,1,0
0,0.387272495,63,0,2649,1159,15,0,0,0,0
0,0.026657293,70,0,784,2554,9,0,1,0,0
0,0.9999999,37,0,0.229366603,2083,10,0,0,0,0
0,0.9999999,84,0,0,5000,1,0,0,0,0
0,0.170531871,33,0,0.086166152,5500,8,1,0,1,1
0,0.287149707,49,0,0.485835479,6600,10,0,3,0,1
1,0.807621799,50,2,930,1159,4,1,0,0,0
0,0.040310925,60,0,0.005453554,5500,3,0,0,0,0
0,0.1467006,50,0,2227,2554,11,0,1,0,0
0,0,26,0,0.128534704,3500,13,0,0,0,0
0,0.561675441,49,0,0.038347139,93800,17,0,2,0,2
0,0.523778855,39,0,2720,8311,6,0,2,0,0
0,0.6242505,63,1,0.176644399,7783,4,0,0,0,1
0,0.050485577,69,0,0.062542488,1470,11,0,0,0,0
0,0.9999999,37,1,0.082333395,5416,1,0,0,0,0
0,0,43,0,0.191502655,3200,11,0,0,0,2
0,0.9999999,33,1,0.184670925,3600,3,1,0,1,0
0,0.044097795,86,0,0.401944895,1850,8,0,0,0,0
0,0.002739651,71,0,0.249628315,20850,5,0,1,0,3
0,0.9999999,42,0,0.142990002,4300,6,0,1,0,2
0,0.868918018,42,0,0.3098809,4533,6,0,0,0,1
0,0.009415887,59,0,0.008650519,1733,13,0,0,0,0
0,0.691714724,41,0,0.226544309,7300,10,0,0,0,0
1,0.9999999,55,2,0.012121212,2639,0,1,0,0,1
0,0.9999999,61,0,0.301945101,5500,2,0,1,0,1
0,0.020314997,47,0,0.182744501,10500,17,0,1,0,0
0,0.881273371,46,0,0.326557814,3000,7,0,0,0,0
0,0,23,0,0,3500,1,0,0,0,1
0,0.9999999,30,0,0.032614413,1900,0,0,0,0,0
1,0.000499975,63,0,0.721207163,11000,9,0,5,0,0
0,0.288780526,47,2,2930.5,1,12,0,2,0,1
0,0.545961766,61,0,3347,2554,23,0,1,0,0
0,0.111825212,67,0,0.52851129,5225,14,0,1,0,1
0,0.029730197,68,0,0.013797241,3333,8,0,0,0,0
0,0.050715215,54,0,0.011203015,9550,5,0,0,0,3
0,0.225443639,33,0,0.446614583,1535,4,0,0,0,1
0,0.025101799,62,0,0.098661961,6800,5,0,1,0,0
0,0.304455689,56,0,3487,2554,14,0,1,0,1
0,0.051537223,44,0,0.023324695,2700,8,0,0,0,0
0,0.016155497,63,0,1.074074074,917,7,0,1,0,0
